[host] embedded mode: perry staticlib in-process
[host] perry_module_init done in 16.9469ms
[host] frontend hello: {"t":"hello","proto":1,"title":"PerryTS × GPUI"}
[host] window opened
FLUSH 1790015931686 n=2
FLUSH 1790015932185 n=2
FLUSH 1790015932366 n=1
FLUSH 1790015932684 n=2
FLUSH 1790015933184 n=2
FLUSH 1790015933382 n=1
FLUSH 1790015933697 n=2
FLUSH 1790015934201 n=2
FLUSH 1790015934400 n=1
FLUSH 1790015934700 n=2
FLUSH 1790015935215 n=2
FLUSH 1790015935416 n=1
FLUSH 1790015935716 n=2
FLUSH 1790015936233 n=2
FLUSH 1790015936432 n=1
FLUSH 1790015936734 n=2
FLUSH 1790015937251 n=2
FLUSH 1790015937451 n=1
FLUSH 1790015937750 n=2
FLUSH 1790015938266 n=2
FLUSH 1790015938448 n=1
FLUSH 1790015938782 n=2
FLUSH 1790015939282 n=2
FLUSH 1790015939450 n=1
FLUSH 1790015939783 n=2
FLUSH 1790015940300 n=2
FLUSH 1790015940449 n=1
FLUSH 1790015940815 n=2
FLUSH 1790015941332 n=2
FLUSH 1790015941469 n=1
FLUSH 1790015941850 n=2
FLUSH 1790015942365 n=2
FLUSH 1790015942484 n=1
FLUSH 1790015942879 n=2
FLUSH 1790015943383 n=2
FLUSH 1790015943482 n=1
FLUSH 1790015943897 n=2
FLUSH 1790015944399 n=2
FLUSH 1790015944482 n=1
FLUSH 1790015944919 n=2
FLUSH 1790015945433 n=2
FLUSH 1790015945497 n=1
FLUSH 1790015945950 n=2
FLUSH 1790015946451 n=2
FLUSH 1790015946499 n=1
FLUSH 1790015946966 n=2
FLUSH 1790015947466 n=2
FLUSH 1790015947515 n=1
FLUSH 1790015947967 n=2
FLUSH 1790015948466 n=2
FLUSH 1790015948533 n=1
FLUSH 1790015948968 n=2
FLUSH 1790015949482 n=2
FLUSH 1790015949549 n=1
FLUSH 1790015949984 n=2
FLUSH 1790015950500 n=2
FLUSH 1790015950550 n=1
FLUSH 1790015951016 n=2
FLUSH 1790015951533 n=2
FLUSH 1790015951549 n=1
FLUSH 1790015952031 n=2
FLUSH 1790015952532 n=2
FLUSH 1790015952566 n=1
FLUSH 1790015953049 n=2
FLUSH 1790015953566 n=2
FLUSH 1790015953582 n=1
FLUSH 1790015954066 n=2
FLUSH 1790015954583 n=3
FLUSH 1790015955099 n=2
FLUSH 1790015955582 n=1
FLUSH 1790015955597 n=2
FLUSH 1790015956113 n=2
FLUSH 1790015956598 n=1
FLUSH 1790015956616 n=2
FLUSH 1790015957116 n=2
FLUSH 1790015957598 n=1
FLUSH 1790015957632 n=2
FLUSH 1790015958149 n=2
FLUSH 1790015958616 n=1
FLUSH 1790015958664 n=2
FLUSH 1790015959179 n=2
FLUSH 1790015959617 n=1
FLUSH 1790015959683 n=2
FLUSH 1790015960183 n=2
FLUSH 1790015960616 n=1
FLUSH 1790015960698 n=2
FLUSH 1790015961213 n=2
FLUSH 1790015961616 n=1
FLUSH 1790015961716 n=2
FLUSH 1790015962216 n=2
FLUSH 1790015962633 n=1
FLUSH 1790015962733 n=2
FLUSH 1790015963233 n=2
FLUSH 1790015963649 n=1
FLUSH 1790015963749 n=2
FLUSH 1790015964264 n=2
FLUSH 1790015964666 n=1
FLUSH 1790015964782 n=2
FLUSH 1790015965283 n=2
FLUSH 1790015965682 n=1
FLUSH 1790015965799 n=2
FLUSH 1790015966300 n=2
FLUSH 1790015966699 n=1
FLUSH 1790015966815 n=2
FLUSH 1790015967333 n=2
FLUSH 1790015967698 n=1
FLUSH 1790015967832 n=2
FLUSH 1790015968350 n=2
FLUSH 1790015968698 n=1
FLUSH 1790015968864 n=2
FLUSH 1790015969364 n=2
FLUSH 1790015969699 n=1
FLUSH 1790015969880 n=2
FLUSH 1790015970397 n=2
FLUSH 1790015970716 n=1
FLUSH 1790015970899 n=2
FLUSH 1790015971416 n=2
FLUSH 1790015971732 n=1
FLUSH 1790015971932 n=2
FLUSH 1790015972450 n=2
FLUSH 1790015972732 n=1
FLUSH 1790015972948 n=2
FLUSH 1790015973466 n=2
FLUSH 1790015973733 n=1
FLUSH 1790015973979 n=2
FLUSH 1790015974480 n=2
FLUSH 1790015974748 n=1
FLUSH 1790015975000 n=2
FLUSH 1790015975514 n=2
FLUSH 1790015975747 n=1
FLUSH 1790015976032 n=2
FLUSH 1790015976532 n=2
FLUSH 1790015976763 n=1
FLUSH 1790015977030 n=2
FLUSH 1790015977532 n=2
FLUSH 1790015977764 n=1
FLUSH 1790015978048 n=2
FLUSH 1790015978549 n=2
FLUSH 1790015978781 n=1
FLUSH 1790015979064 n=2
FLUSH 1790015979565 n=2
FLUSH 1790015979781 n=1
FLUSH 1790015980089 n=2
FLUSH 1790015980582 n=2
FLUSH 1790015980782 n=1
FLUSH 1790015981097 n=2
FLUSH 1790015981598 n=2
FLUSH 1790015981798 n=1
FLUSH 1790015982098 n=2
FLUSH 1790015982614 n=2
FLUSH 1790015982799 n=1
FLUSH 1790015983115 n=2
FLUSH 1790015983632 n=2
FLUSH 1790015983813 n=1
FLUSH 1790015984146 n=2
FLUSH 1790015984665 n=2
FLUSH 1790015984829 n=1
FLUSH 1790015985174 n=2
FLUSH 1790015985683 n=2
FLUSH 1790015985831 n=1
FLUSH 1790015986192 n=2
FLUSH 1790015986695 n=2
FLUSH 1790015986848 n=1
FLUSH 1790015987197 n=2
FLUSH 1790015987697 n=2
FLUSH 1790015987849 n=1
FLUSH 1790015988215 n=2
FLUSH 1790015988730 n=2
FLUSH 1790015988849 n=1
FLUSH 1790015989248 n=2
FLUSH 1790015989745 n=2
FLUSH 1790015989864 n=1
FLUSH 1790015990249 n=2
FLUSH 1790015990762 n=2
FLUSH 1790015990881 n=1
FLUSH 1790015991264 n=2
FLUSH 1790015991783 n=2
FLUSH 1790015991881 n=1
FLUSH 1790015992296 n=2
FLUSH 1790015992798 n=2
FLUSH 1790015992880 n=1
FLUSH 1790015993312 n=2
FLUSH 1790015993822 n=2
FLUSH 1790015993896 n=1
FLUSH 1790015994330 n=2
FLUSH 1790015994848 n=2
FLUSH 1790015994897 n=1
FLUSH 1790015995348 n=2
FLUSH 1790015995864 n=2
FLUSH 1790015995915 n=1
FLUSH 1790015996364 n=2
FLUSH 1790015996864 n=2
FLUSH 1790015996914 n=1
FLUSH 1790015997375 n=2
FLUSH 1790015997897 n=2
FLUSH 1790015997928 n=1
FLUSH 1790015998399 n=2
FLUSH 1790015998914 n=2
FLUSH 1790015998930 n=1
FLUSH 1790015999425 n=2
FLUSH 1790015999929 n=2
FLUSH 1790015999947 n=1
FLUSH 1790016000431 n=2
FLUSH 1790016000946 n=3
FLUSH 1790016001455 n=2
FLUSH 1790016001959 n=3
